id,year,issue_d,final_d,emp_length_int,home_ownership,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,purpose,purpose_cat,interest_payments,loan_condition,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
57214621,2015,01/08/2015,1012016,7,RENT,Low,100000,1,19125, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,18.55,E,5,10.43,3463.84,2068.31,0,696.71,Northern-Irl
55979032,2015,01/07/2015,1082015,4,RENT,Low,88500,1,7000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.99,B,2,13.69,7014.97,7000,0,229.14,munster
55431382,2015,01/08/2015,1012016,0.5,MORTGAGE,Low,52000,1,15600, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,17.86,D,4,29.09,1959.32,838.49,0,394.96,cannught
55979544,2015,01/08/2015,1012016,1,RENT,Low,35000,1,7000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.99,D,4,30.97,1234.49,773.76,0,249.54,cannught
56954168,2015,01/07/2015,1012016,10,OWN,Medium,101000,2,24000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,16.99,D,4,30.85,2936.39,1319.54,0,596.34,Northern-Irl
57034878,2015,01/08/2015,1012016,10,RENT,Low,36000,1,11500, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,27.31,G,7,36.17,2339.6,1097.27,0,471.41,munster
55988266,2015,01/08/2015,1012016,10,RENT,Low,45000,1,11600, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,23.99,F,6,2.77,1637.33,529.48,0,333.65,Northern-Irl
56905527,2015,01/07/2015,1012016,10,RENT,Low,45000,1,15000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,18.55,E,5,35.57,2701.28,1622.21,0,546.44,leinster
57104567,2015,01/08/2015,1012016,10,RENT,Low,45000,1,15000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.29,C,3,13.6,2491.26,1769.25,0,500.3,cannught
56924684,2015,01/07/2015,1012016,3,OWN,Medium,105000,2,27000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,18.25,E,5,9.84,3391.75,1436.41,0,689.3,Northern-Irl
56974571,2015,01/08/2015,1012016,10,MORTGAGE,Low,94000,1,35000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,21.99,F,6,19.38,4746.83,1686.15,0,966.47,cannught
55932111,2015,01/07/2015,1012016,10,RENT,Low,73700,1,15925, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,23.99,F,6,8.11,2268.98,726.85,0,458.04,ulster
55940855,2015,01/08/2015,1012016,7,MORTGAGE,Low,65000,1,15000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,17.57,D,4,16.06,1857.77,812.37,0,377.41,leinster
57014255,2015,01/08/2015,1012016,3,MORTGAGE,Low,38000,1,12000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,13.99,C,3,35.12,2031.75,1382.77,0,410.08,leinster
57024327,2015,01/07/2015,1122015,5,MORTGAGE,Medium,125000,2,10000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.29,C,3,3.7,1660.82,1179.48,0,333.53,cannught
57094129,2015,01/07/2015,1122015,3,RENT,Low,80000,1,10000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,18.55,E,5,3.27,1274.39,527.85,0,256.94,cannught
56592716,2015,01/08/2015,1012016,2,RENT,Low,37000,1,2775, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,17.57,D,4,14.6,493.23,303.37,0,99.73,Northern-Irl
55980156,2015,01/08/2015,1092015,0.5,RENT,Low,55000,1,1600, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,17.57,D,4,15.8,1621.87,1600,0,57.5,munster
55121086,2015,01/08/2015,1012016,10,RENT,Low,81000,1,32400, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,18.55,E,5,35.02,4129.01,1710.21,0,832.48,ulster
56360153,2015,01/08/2015,1012016,1,RENT,Low,56200,1,7000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.99,B,2,15.89,6637.15,6495.62,0,229.14,leinster
56021313,2015,01/07/2015,1122015,5,RENT,Low,50000,1,6000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,11.53,B,2,20.21,982.06,715.11,0,197.95,leinster
56532483,2015,01/07/2015,1012016,2,MORTGAGE,Low,45000,1,10000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.69,C,3,17.49,1676.92,1173.04,0,335.45,cannught
55930445,2015,01/08/2015,1122015,0.5,RENT,Low,65000,1,23400, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,18.55,E,5,34.95,2380.8,980.46,0,601.23,munster
55219154,2015,01/07/2015,1012016,10,MORTGAGE,Medium,150000,2,10000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,18.25,E,5,10.22,1793.62,1086.02,0,362.78,munster
56542269,2015,01/08/2015,1012016,6.05,RENT,Low,63000,1,20000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.65,C,3,7.03,3416.89,2283.7,0,689.89,Northern-Irl
56051437,2015,01/08/2015,1012016,5,RENT,Medium,107000,2,21575, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,19.19,E,5,28.3,2763.65,1119.8,0,561.93,cannught
55090336,2015,01/08/2015,1092015,7,MORTGAGE,Low,51000,1,12250, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,19.99,E,5,25.22,12593.43,12250,0,455.2,leinster
56270879,2015,01/08/2015,1012016,2,RENT,Low,38376,1,6400, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.89,A,1,21.08,998.34,801.22,0,200.23,Northern-Irl
56062305,2015,01/08/2015,1012016,4,RENT,Low,65000,1,23400, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,21.99,F,6,23.74,10202.16,8127.29,0,646.15,Northern-Irl
56021929,2015,01/08/2015,1012016,5,RENT,Low,50000,1,5000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,15.61,D,4,33.41,869.81,563.41,0,174.83,leinster
56052363,2015,01/07/2015,1012016,5,OWN,Medium,113000,2,10000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.55,D,4,16.63,1762.31,1112.17,0,354.3,munster
55171480,2015,01/08/2015,1012016,9,OWN,Low,53000,1,9450, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,18.25,E,5,12.02,1704.57,1026.3,0,342.83,ulster
56102391,2015,01/07/2015,1092015,0.5,MORTGAGE,Medium,145000,2,25000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,17.57,D,4,0.88,25497.67,25000,0,898.43,Northern-Irl
56121399,2015,01/07/2015,1122015,2,RENT,Low,30000,1,12000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.55,D,4,16.84,2114.77,1334.61,0,425.16,ulster
56061736,2015,01/07/2015,1122015,10,OWN,Medium,134000,2,15000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,16.99,D,4,22.02,1849.39,824.7,0,372.71,Northern-Irl
55959149,2015,01/08/2015,1012016,5,OWN,Low,42000,1,5600, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,15.61,D,4,19.49,974.19,631.02,0,195.81,cannught
55400561,2015,01/08/2015,1012016,10,OWN,Low,32000,1,9600, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,18.25,E,5,9.08,1731.62,1042.58,0,348.27,leinster
56141154,2015,01/08/2015,1012016,2,RENT,Low,50000,1,10000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,14.65,C,3,18.03,1227.87,584.01,0,236.07,munster
55931358,2015,01/07/2015,1012016,0.5,RENT,Low,31000,1,11150, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.55,D,4,5.65,1954.7,1240.05,0,395.04,munster
56010753,2015,01/07/2015,1012016,9,RENT,Medium,105000,2,10000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,24.99,F,6,8.74,1439.53,444.17,0,293.46,leinster
55130771,2015,01/07/2015,1082015,10,MORTGAGE,Low,45000,1,16500, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,11.53,B,2,15.23,16506.56,16500,0,544.34,leinster
55931071,2015,01/07/2015,1012016,7,RENT,Low,65000,1,12800, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,22.99,F,6,10.47,2444.4,1299.83,0,495.42,leinster
55940782,2015,01/07/2015,1012016,6.05,RENT,Low,57600,1,20000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,14.65,C,3,5.54,2328.14,1168.04,0,472.14,Northern-Irl
55940710,2015,01/07/2015,1122015,7,MORTGAGE,Low,91000,1,15000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,19.99,E,5,22.94,2770.24,1589.61,0,557.38,cannught
55930788,2015,01/07/2015,1012016,2,RENT,Low,37000,1,3675, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,18.55,E,5,14.17,661.83,397.45,0,133.88,cannught
56050006,2015,01/07/2015,1012016,5,MORTGAGE,Low,65000,1,6000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.69,C,3,13.77,997.89,703.83,0,201.27,leinster
56109347,2015,01/07/2015,1012016,9,MORTGAGE,Low,65000,1,2000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,20.99,E,5,13.28,372.04,208.97,0,75.34,Northern-Irl
56049976,2015,01/07/2015,1012016,4,RENT,Low,60000,1,8925, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.65,C,3,23.36,1571.71,1019.13,0,307.87,Northern-Irl
55939899,2015,01/07/2015,1012016,10,MORTGAGE,Low,75000,1,25000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,19.19,E,5,32.51,3280.72,1296.88,0,651.14,leinster
55219908,2015,01/07/2015,1012016,8,MORTGAGE,High,203000,3,35000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,19.99,E,5,37.32,5504.1,2152.25,0,927.1,leinster
55999844,2015,01/07/2015,1012016,8,RENT,Low,65000,1,13000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,17.57,D,4,2.12,2310.57,1425.37,0,467.19,leinster
55969098,2015,01/07/2015,1012016,3,RENT,Low,50000,1,4500, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.55,D,4,1.2,793.06,500.5,0,159.44,ulster
56018582,2015,01/07/2015,1012016,5,RENT,Low,79292,1,19025, 60 months,2,INDIVIDUAL,house,12,Low,Good Loan,12.29,C,3,9.88,2530.02,1422.91,0,426,ulster
55575232,2015,01/07/2015,1102015,1,RENT,Low,40000,1,11200, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,13.99,C,3,14.13,11503.06,11200,0,260.55,Northern-Irl
56139138,2015,01/07/2015,1012016,2,RENT,Low,70000,1,12525, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,24.99,F,6,2.4,2454.87,1235.9,0,497.93,Northern-Irl
56138842,2015,01/07/2015,1082015,8,RENT,Low,90000,1,35000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,27.31,G,7,18.16,35132.76,35000,0,1075.24,ulster
56079784,2015,01/07/2015,1012016,6.05,OWN,Low,16560,1,4000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,15.61,D,4,38.41,692.36,450.71,0,139.86,leinster
54394149,2015,01/07/2015,1122015,2,MORTGAGE,Medium,115000,2,12000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,13.33,C,3,16.64,1366.46,724.77,0,275.07,leinster
55917999,2015,01/07/2015,1122015,0.5,RENT,Low,51720,1,18600, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.69,C,3,25.64,3106.59,2181.89,0,623.94,munster
56048284,2015,01/07/2015,1012016,2,OWN,Low,35000,1,4000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.65,C,3,25.99,786.64,559.62,0,137.98,cannught
56128058,2015,01/07/2015,1012016,9,MORTGAGE,Low,83249,1,28000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,11.53,B,2,11.45,5506.51,4023.76,0,923.73,cannught
55544445,2015,01/07/2015,1122015,1,RENT,Low,74000,1,9475, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,23.99,F,6,16.27,1845.82,948.52,0,371.69,ulster
55808127,2015,01/07/2015,1122015,10,RENT,Low,85000,1,3100, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,19.99,E,5,5.56,569.11,328.56,0,115.2,leinster
54314648,2015,01/07/2015,1122015,5,RENT,Low,30000,1,5750, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.55,D,4,18.44,1008.03,639.49,0,203.72,cannught
55787667,2015,01/07/2015,1122015,10,RENT,Medium,185000,2,18000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.55,D,4,13.18,3155.55,2001.86,0,637.73,Northern-Irl
55758562,2015,01/07/2015,1092015,10,RENT,Low,57000,1,20400, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.99,B,2,12.87,20707.78,20400,0,667.78,munster
55545237,2015,01/07/2015,1122015,7,RENT,Low,20000,1,3000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,17.57,D,4,28.99,533.24,328.97,0,107.82,Northern-Irl
55455851,2015,01/07/2015,1122015,1,MORTGAGE,Low,40000,1,10000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.99,B,2,5.31,1624.49,1200.57,0,327.34,Northern-Irl
54345610,2015,01/07/2015,1012016,8,MORTGAGE,Low,66301,1,5325, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,15.61,D,4,25.16,1112.52,724.74,0,186.19,cannught
55411169,2015,01/07/2015,1122015,3,OWN,Low,26000,1,7800, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,20.99,E,5,37.21,1450.96,814.99,0,293.83,leinster
55627852,2015,01/07/2015,1122015,10,MORTGAGE,Low,54000,1,15000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,20.99,E,5,2.67,2011.11,742.24,0,405.72,Northern-Irl
55627492,2015,01/07/2015,1122015,10,MORTGAGE,Medium,115000,2,35000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.65,C,3,14.04,5979.53,3996.44,0,1207.3,leinster
55637213,2015,01/07/2015,1012016,4,RENT,Low,62500,1,10975, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,28.99,G,7,34.14,1775.81,436.44,0,348.31,leinster
55422672,2015,01/07/2015,1122015,0.5,RENT,Medium,135000,2,35000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,13.33,C,3,13.37,3985.53,2113.94,0,802.29,leinster
55575581,2015,01/07/2015,1072015,3,RENT,Low,32500,1,11050, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.29,C,3,2.1,11091.51,11050,0,368.56,munster
53524512,2015,01/07/2015,1122015,0.5,RENT,Low,56000,1,12300, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,18.25,E,5,9.45,1557.63,654.39,0,314.02,cannught
54197956,2015,01/07/2015,1012016,3,RENT,Low,95000,1,20000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,13.99,C,3,3.15,3386.21,2304.58,0,683.46,Northern-Irl
55513553,2015,01/07/2015,1012016,10,RENT,Low,45000,1,5250, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,19.19,E,5,35.73,982.19,562.68,0,192.95,leinster
55574439,2015,01/07/2015,1012016,0.5,RENT,Low,30720,1,4800, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.55,D,4,16.72,2011.59,1653.38,0,170.07,Northern-Irl
55492434,2015,01/07/2015,1122015,3,RENT,Low,92819,1,6700, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,17.57,D,4,21.24,1190.82,734.6,0,240.78,Northern-Irl
55361033,2015,01/07/2015,1012016,10,RENT,Low,85000,1,7150, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,18.25,E,5,17.8,1289.7,776.51,0,259.39,Northern-Irl
54869164,2015,01/07/2015,1012016,10,MORTGAGE,Low,45207,1,22600, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,26.77,G,7,22.91,3401.39,955.87,0,687,ulster
54888824,2015,01/07/2015,1012016,10,RENT,Low,53500,1,12000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,20.99,E,5,28.24,1898.9,718.88,0,324.58,Northern-Irl
55350790,2015,01/07/2015,1082015,10,MORTGAGE,Low,33000,1,13200, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,17.86,D,4,12.69,13304.79,13200,0,476.29,Northern-Irl
55492005,2015,01/07/2015,1122015,2,RENT,Low,62000,1,21000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,13.33,C,3,29.83,3539.05,2441.88,0,710.92,leinster
55534003,2015,01/07/2015,1112015,8,MORTGAGE,Low,42000,1,5000, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,13.99,C,3,19.77,679.59,458.25,0,170.87,ulster
55360593,2015,01/07/2015,1012016,5,MORTGAGE,Low,52000,1,21050, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,20.99,E,5,11.33,4733.21,2662.64,0,792.96,leinster
55370606,2015,01/07/2015,1012016,10,RENT,High,275000,3,25000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,21.99,F,6,11.27,3421.16,1204.42,0,690.34,ulster
55121531,2015,01/07/2015,1082015,1,MORTGAGE,Low,48000,1,16300, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,25.78,F,6,24.21,16858.34,16300,0,485.91,cannught
55583456,2015,01/07/2015,1012016,2,RENT,Low,66000,1,9000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,14.65,C,3,25.64,1848.05,1240.78,0,310.45,Northern-Irl
55491473,2015,01/07/2015,1012016,4,OWN,Low,36000,1,8000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,18.25,E,5,24.03,1725.16,1050.62,0,290.23,munster
55553514,2015,01/08/2015,1012016,1,MORTGAGE,Low,100000,1,17750, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,19.99,E,5,18.04,3278.14,1881.06,0,659.57,ulster
55312534,2015,01/07/2015,1012016,1,MORTGAGE,Low,50000,1,4000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,13.33,C,3,14.69,687.1,465.15,0,135.42,ulster
55231537,2015,01/07/2015,1012016,10,RENT,Medium,119000,2,12000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.55,D,4,11.29,2114.77,1334.61,0,425.16,Northern-Irl
55211645,2015,01/07/2015,1012016,2,OWN,Low,50000,1,18000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,17.57,D,4,19.37,3846.08,2385.77,0,646.87,leinster
55231284,2015,01/07/2015,1082015,2,RENT,Medium,123000,2,13750, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.55,D,4,17.68,13920.68,13750,0,487.16,ulster
52556209,2015,01/07/2015,1012016,10,RENT,Low,70000,1,20750, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,17.86,D,4,31.22,3131.45,1348.37,0,525.34,leinster
55220372,2015,01/07/2015,1012016,4,RENT,Low,32000,1,4000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,15.61,D,4,13.02,832.22,544.4,0,139.86,munster
55220574,2015,01/07/2015,1092015,4,RENT,Low,42000,1,6500, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,17.86,D,4,37.09,462.63,277.65,0,234.54,cannught
55240911,2015,01/07/2015,1012016,10,MORTGAGE,Medium,160000,2,5000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.89,A,1,9.07,934.2,753.62,0,156.43,cannught
53263088,2015,01/07/2015,1122015,5,OWN,Low,71000,1,21000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,17.57,D,4,18.66,3752.9,2302.47,0,754.68,cannught
55253625,2015,01/07/2015,1012016,1,RENT,Low,30000,1,6000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,11.53,B,2,26.28,1180.01,862.28,0,197.95,cannught
54087424,2015,01/07/2015,1012016,10,RENT,Medium,102000,2,24000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,13.99,C,3,26.2,3424.53,1720.58,0,558.32,ulster
54057846,2015,01/07/2015,1012016,2,MORTGAGE,Low,95000,1,20000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,15.61,D,4,11.17,4161.11,2721.99,0,699.3,ulster
55280640,2015,01/07/2015,1012016,6.05,RENT,Low,68000,1,14400, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,13.33,C,3,14.93,2903.61,2020.57,0,487.49,ulster
55139671,2015,01/07/2015,1012016,0.5,RENT,Low,63000,1,12775, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,24.99,F,6,15.57,2231.6,688.06,0,374.89,cannught
55150433,2015,01/07/2015,1012016,0.5,MORTGAGE,Low,30000,1,8000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.55,D,4,12.48,1693.28,1075.12,0,283.44,cannught
55128721,2015,01/07/2015,1012016,4,OWN,Low,55000,1,20000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,13.99,C,3,8.14,10776.08,9433.85,0,465.27,leinster
55109804,2015,01/07/2015,1012016,2,RENT,Low,80000,1,17000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.69,C,3,7.29,3397.65,2405.79,0,570.27,leinster
53864375,2015,01/07/2015,1012016,9,MORTGAGE,Low,66000,1,10900, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,19.99,E,5,13.04,2405.97,1397.82,0,405.03,leinster
55119427,2015,01/07/2015,1012016,10,RENT,Low,49000,1,15500, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,28.49,G,7,12.32,2898.67,759.04,0,487.2,ulster
55089125,2015,01/07/2015,1012016,4,RENT,Low,52000,1,11100, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,25.78,F,6,16.29,1953.6,585.26,0,330.9,leinster
55229201,2015,01/07/2015,1122015,10,RENT,Medium,106935,2,15000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.55,D,4,26.78,16146.82,15000,0,531.44,leinster
55209055,2015,01/07/2015,1082015,1,RENT,Low,75000,1,16000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.99,B,2,14.4,16122.11,16000,0,523.75,leinster
55249927,2015,01/07/2015,1012016,10,RENT,Low,85000,1,5000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,12.29,C,3,31.92,997.21,711.37,0,166.77,Northern-Irl
55149101,2015,01/07/2015,1012016,1,OWN,Low,50000,1,10000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,19.19,E,5,5.76,1906.94,1071.79,0,367.53,Northern-Irl
55239083,2015,01/07/2015,1012016,8,RENT,Low,65000,1,20000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.99,B,2,6.39,3915.87,2894.65,0,654.68,Northern-Irl
55309222,2015,01/07/2015,1012016,2,MORTGAGE,Low,39416,1,4400, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,15.61,D,4,3.56,776.87,495.79,0,153.85,leinster
55258206,2015,01/07/2015,1072015,7,RENT,Medium,105000,2,10000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.55,D,4,15.56,10020.01,10000,0,354.3,munster
55008187,2015,01/07/2015,1012016,2,RENT,Low,20000,1,10000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,19.19,E,5,27.61,2183.86,1296.56,0,367.53,leinster
54534622,2015,01/07/2015,1122015,9,RENT,Low,74000,1,8975, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.99,D,4,16.41,1591.23,992.04,0,319.94,cannught
55258153,2015,01/07/2015,1122015,10,OWN,Low,82000,1,29575, 36 months,1,INDIVIDUAL,house,12,High,Bad Loan,19.19,E,5,29.58,5371.69,3162.89,0,1086.95,munster
52738662,2015,01/07/2015,1012016,4,RENT,Low,58500,1,3075, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,19.19,E,5,13.29,674.84,398.54,0,113.02,munster
54878631,2015,01/07/2015,1092015,10,RENT,Low,90480,1,20000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,22.99,F,6,10.25,20937.97,20000,0,563.7,ulster
54899335,2015,01/07/2015,1012016,10,MORTGAGE,Low,73000,1,25750, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,13.33,C,3,24.31,3503.42,1876.77,0,590.26,Northern-Irl
54818561,2015,01/07/2015,1012016,1,OWN,Low,37000,1,10000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,7.89,A,1,31.4,1872.78,1507.25,0,312.86,cannught
54918463,2015,01/07/2015,1012016,0.5,MORTGAGE,Low,72000,1,6000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,8.18,B,2,17.83,1125.67,900.95,0,188.52,leinster
53624125,2015,01/07/2015,1012016,3,OWN,Low,74000,1,15100, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,19.19,E,5,12.96,16445.09,15100,0,554.96,cannught
54848913,2015,01/07/2015,1012016,10,OWN,Low,57000,1,1400, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,15.61,D,4,23.52,291.33,190.59,0,48.96,Northern-Irl
53604477,2015,01/07/2015,1012016,10,MORTGAGE,High,580000,3,20375, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,17.86,D,4,0.88,4370.65,2689.96,0,735.18,munster
54908839,2015,01/07/2015,1012016,2,RENT,Medium,120000,2,10900, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,21.99,F,6,15.46,2470.69,1359.84,0,416.22,cannught
54908343,2015,01/07/2015,1012016,4,RENT,Low,35000,1,4000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,13.99,C,3,19.1,813.98,556.4,0,136.7,leinster
54678449,2015,01/07/2015,1012016,10,RENT,Medium,115000,2,12000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,16.99,D,4,19.82,1777.69,797.38,0,298.17,Northern-Irl
54788455,2015,01/07/2015,1012016,3,MORTGAGE,Low,30000,1,14450, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,22.99,F,6,31.76,2425.16,821.05,0,407.27,cannught
54578438,2015,01/07/2015,1012016,5,OWN,Low,58000,1,6000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.99,B,2,16.14,1174.67,872.05,0,196.41,cannught
54453374,2015,01/07/2015,1012016,2,OWN,Low,100000,1,21000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,13.99,C,3,22.92,22430.91,21000,0,488.53,ulster
54718469,2015,01/07/2015,1012016,4,RENT,Low,100000,1,10000, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,17.86,D,4,20.08,2145.14,1320.26,0,360.83,ulster
54425306,2015,01/07/2015,1012016,10,MORTGAGE,Medium,105000,2,15000, 36 months,1,INDIVIDUAL,house,12,Low,Good Loan,10.99,B,2,23.75,13936.9,13645.7,0,491.01,Northern-Irl
53804451,2015,01/07/2015,1122015,4,MORTGAGE,High,600000,3,12000, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,28.49,G,7,4.99,13638.26,12000,0,377.19,ulster
54158264,2015,01/07/2015,1012016,6.05,RENT,Low,85000,1,11200, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,18.55,E,5,17.02,1703.54,714.96,0,287.77,ulster
53914649,2015,01/07/2015,1092015,3,OWN,Low,62000,1,19825, 60 months,2,INDIVIDUAL,house,12,High,Good Loan,19.99,E,5,20.82,20449.02,19825,0,525.14,leinster
54384697,2015,01/07/2015,1012016,10,RENT,Low,60000,1,4800, 36 months,1,INDIVIDUAL,house,12,High,Good Loan,16.55,D,4,29.54,1016.01,645.11,0,170.07,ulster
